time,stat,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
2023-09-06 14:35:00,Ok,1693991100,19540.75,19542.75,19534.7,19539.7,0.00,0,0,0,0
2023-09-06 14:40:00,Ok,1693991400,19540.5,19548.0,19537.05,19547.35,0.00,0,0,0,0
2023-09-06 14:45:00,Ok,1693991700,19548.4,19550.95,19537.9,19540.65,0.00,0,0,0,0
2023-09-06 14:50:00,Ok,1693992000,19540.5,19547.25,19534.6,19536.35,0.00,0,0,0,0
2023-09-06 14:55:00,Ok,1693992300,19536.95,19546.5,19531.45,19545.0,0.00,0,0,0,0
2023-09-06 15:00:00,Ok,1693992600,19544.85,19599.55,19544.85,19594.75,0.00,0,0,0,0
2023-09-06 15:05:00,Ok,1693992900,19594.65,19625.6,19593.65,19622.5,0.00,0,0,0,0
2023-09-06 15:10:00,Ok,1693993200,19622.95,19625.3,19614.1,19615.25,0.00,0,0,0,0
2023-09-06 15:15:00,Ok,1693993500,19615.0,19625.5,19615.0,19623.45,0.00,0,0,0,0
2023-09-06 15:20:00,Ok,1693993800,19622.55,19627.4,19617.55,19626.0,0.00,0,0,0,0
2023-09-06 15:25:00,Ok,1693994100,19625.9,19636.05,19598.65,19598.65,0.00,0,0,0,0
2023-09-07 09:15:00,Ok,1694058300,19608.55,19608.55,19573.05,19575.6,0.00,0,0,0,0
2023-09-07 09:20:00,Ok,1694058600,19576.45,19580.25,19558.55,19559.35,0.00,0,0,0,0
2023-09-07 09:25:00,Ok,1694058900,19558.0,19569.25,19555.95,19569.25,0.00,0,0,0,0
2023-09-07 09:30:00,Ok,1694059200,19566.2,19569.0,19552.7,19554.5,0.00,0,0,0,0
2023-09-07 09:35:00,Ok,1694059500,19554.35,19560.6,19550.25,19550.5,0.00,0,0,0,0
2023-09-07 09:40:00,Ok,1694059800,19551.0,19565.05,19551.0,19563.85,0.00,0,0,0,0
2023-09-07 09:45:00,Ok,1694060100,19564.5,19583.55,19562.6,19581.1,0.00,0,0,0,0
2023-09-07 09:50:00,Ok,1694060400,19582.2,19592.1,19581.65,19589.35,0.00,0,0,0,0
2023-09-07 09:55:00,Ok,1694060700,19590.6,19597.6,19585.35,19586.7,0.00,0,0,0,0
2023-09-07 10:00:00,Ok,1694061000,19586.6,19592.3,19582.25,19583.5,0.00,0,0,0,0
2023-09-07 10:05:00,Ok,1694061300,19583.6,19587.95,19575.0,19575.95,0.00,0,0,0,0
2023-09-07 10:10:00,Ok,1694061600,19576.0,19593.9,19573.0,19592.4,0.00,0,0,0,0
2023-09-07 10:15:00,Ok,1694061900,19593.6,19600.25,19587.25,19587.35,0.00,0,0,0,0
2023-09-07 10:20:00,Ok,1694062200,19587.1,19595.05,19583.2,19591.4,0.00,0,0,0,0
2023-09-07 10:25:00,Ok,1694062500,19591.2,19597.0,19590.35,19594.0,0.00,0,0,0,0
2023-09-07 10:30:00,Ok,1694062800,19593.95,19595.75,19588.0,19590.85,0.00,0,0,0,0
2023-09-07 10:35:00,Ok,1694063100,19590.9,19609.6,19585.35,19605.75,0.00,0,0,0,0
2023-09-07 10:40:00,Ok,1694063400,19605.05,19610.8,19601.4,19610.05,0.00,0,0,0,0
2023-09-07 10:45:00,Ok,1694063700,19610.0,19614.25,19607.95,19612.0,0.00,0,0,0,0
2023-09-07 10:50:00,Ok,1694064000,19611.7,19614.15,19607.55,19611.95,0.00,0,0,0,0
2023-09-07 10:55:00,Ok,1694064300,19612.35,19619.5,19611.3,19619.5,0.00,0,0,0,0
2023-09-07 11:00:00,Ok,1694064600,19619.25,19627.9,19618.6,19621.45,0.00,0,0,0,0
